Student,College,Honours,Program,Program Code,Faculty,學院
SC 3,SC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 4,UC,4,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 4,CC,4,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 3,YS,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 2,YS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 2,YS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 4,WS,4,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 3,WS,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 3,SH,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 2,SH,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
YS 3,YS,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
WS 3,WS,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
CW 2,CW,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Hospitality and Real Estate,HTMGB,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
YS 1,YS,1,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
YS 3,YS,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Hotel and Tourism Management,HTMGN,Faculty of Business Administration,工商管理學院
SC 1,SC,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,"Insurance, Financial and Actuarial Analysis",IFAA,Faculty of Business Administration,工商管理學院
