Student,College,Honours,Program,Program Code,Faculty,學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 1,NA,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 1,CC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 1,CC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 1,UC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 1,UC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 1,UC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 1,SH,1,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 1,WS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 1,UC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 1,NA,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 1,CC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 1,NA,1,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 1,UC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 1,CC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 1,WS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 1,CC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 1,SH,1,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 1,WS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 1,CC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
MC 1,MC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 1,NA,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CW 1,CW,1,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 1,YS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 1,WS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 1,UC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 1,NA,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
MC 1,MC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 1,YS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 1,YS,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 1,SH,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 1,SC,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 1,SH,1,Computer Science,CSCI,Faculty of Engineering,工程學院
CW 1,CW,1,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 3,WS,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 4,SC,4,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 3,CC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 2,YS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 2,YS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
CW 3,CW,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 4,UC,4,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 3,WS,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 2,YS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 4,UC,4,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 2,YS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 2,SH,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 2,WS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 2,WS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 2,SH,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 2,SH,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 4,UC,4,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 2,WS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 2,WS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 3,YS,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 2,SH,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 2,SH,2,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
YS 2,YS,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 3,UC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 3,WS,3,Computer Science,CSCI,Faculty of Engineering,工程學院
WS 3,WS,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 3,CC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 4,NA,4,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 3,SC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 4,UC,4,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 3,NA,3,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 4,UC,4,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 3,CC,3,Computer Science,CSCI,Faculty of Engineering,工程學院
SH 3,SH,3,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
CC 2,CC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
UC 2,UC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
NA 2,NA,2,Computer Science,CSCI,Faculty of Engineering,工程學院
SC 2,SC,2,Computer Science,CSCI,Faculty of Engineering,工程學院
MC 1,MC,1,Laws,LAWS,Faculty of Law,法律學院
CC 1,CC,1,Laws,LAWS,Faculty of Law,法律學院
CW 1,CW,1,Laws,LAWS,Faculty of Law,法律學院
CW 1,CW,1,Laws,LAWS,Faculty of Law,法律學院
CC 1,CC,1,Laws,LAWS,Faculty of Law,法律學院
YS 1,YS,1,Laws,LAWS,Faculty of Law,法律學院
UC 1,UC,1,Laws,LAWS,Faculty of Law,法律學院
UC 3,UC,3,Laws,LAWS,Faculty of Law,法律學院
NA 2,NA,2,Laws,LAWS,Faculty of Law,法律學院
WS 2,WS,2,Laws,LAWS,Faculty of Law,法律學院
WS 2,WS,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
UC 2,UC,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
UC 3,UC,3,Laws,LAWS,Faculty of Law,法律學院
UC 3,UC,3,Laws,LAWS,Faculty of Law,法律學院
SH 3,SH,3,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
WS 3,WS,3,Laws,LAWS,Faculty of Law,法律學院
NA 2,NA,2,Laws,LAWS,Faculty of Law,法律學院
NA 3,NA,3,Laws,LAWS,Faculty of Law,法律學院
CC 3,CC,3,Laws,LAWS,Faculty of Law,法律學院
UC 3,UC,3,Laws,LAWS,Faculty of Law,法律學院
NA 2,NA,2,Laws,LAWS,Faculty of Law,法律學院
MC 2,MC,2,Laws,LAWS,Faculty of Law,法律學院
CW 3,CW,3,Laws,LAWS,Faculty of Law,法律學院
UC 3,UC,3,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
CC 3,CC,3,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
MC 2,MC,2,Laws,LAWS,Faculty of Law,法律學院
WS 2,WS,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
YS 2,YS,2,Laws,LAWS,Faculty of Law,法律學院
YS 3,YS,3,Laws,LAWS,Faculty of Law,法律學院
UC 2,UC,2,Laws,LAWS,Faculty of Law,法律學院
UC 2,UC,2,Laws,LAWS,Faculty of Law,法律學院
NA 2,NA,2,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
UC 2,UC,2,Laws,LAWS,Faculty of Law,法律學院
SH 2,SH,2,Laws,LAWS,Faculty of Law,法律學院
CC 2,CC,2,Laws,LAWS,Faculty of Law,法律學院
CC 4,CC,4,Laws,LAWS,Faculty of Law,法律學院
NA 3,NA,3,Laws,LAWS,Faculty of Law,法律學院
NA 2,NA,2,Laws,LAWS,Faculty of Law,法律學院
WS 3,WS,3,Laws,LAWS,Faculty of Law,法律學院
UC 2,UC,2,Laws,LAWS,Faculty of Law,法律學院
MC 2,MC,2,Laws,LAWS,Faculty of Law,法律學院
MC 3,MC,3,Laws,LAWS,Faculty of Law,法律學院
MC 2,MC,2,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
SH 2,SH,2,Laws,LAWS,Faculty of Law,法律學院
SC 2,SC,2,Laws,LAWS,Faculty of Law,法律學院
CC 3,CC,3,Laws,LAWS,Faculty of Law,法律學院
YS 3,YS,3,Laws,LAWS,Faculty of Law,法律學院
SC 3,SC,3,Laws,LAWS,Faculty of Law,法律學院
UC 2,UC,2,Laws,LAWS,Faculty of Law,法律學院
CC 3,CC,3,Laws,LAWS,Faculty of Law,法律學院
CC 4,CC,4,Laws,LAWS,Faculty of Law,法律學院
SH 1,SH,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
YS 2,YS,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SH 3,SH,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
WS 1,WS,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
YS 1,YS,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 1,CC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
MC 1,MC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 1,SC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 1,SC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 1,CC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
WS 1,WS,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
WS 1,WS,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 1,SC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 1,NA,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
WS 1,WS,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 1,CC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
YS 1,YS,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 1,SC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 1,UC,1,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SH 2,SH,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 2,SC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 4,SC,4,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 2,NA,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 3,NA,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 2,NA,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 3,CC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
YS 3,YS,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 3,SC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 2,SC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 3,UC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 3,CC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
WS 2,WS,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 3,UC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 2,SC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 3,CC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 2,SC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 2,SC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 2,CC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 3,UC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
WS 3,WS,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 3,SC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
YS 2,YS,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 3,NA,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 3,SC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 2,SC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
YS 2,YS,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 3,NA,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
UC 2,UC,2,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 3,CC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
NA 4,NA,4,Chinese Medicine,BCME,Faculty of Medicine,醫學院
CC 3,CC,3,Chinese Medicine,BCME,Faculty of Medicine,醫學院
SC 1,SC,1,Nursing,NURS,Faculty of Medicine,醫學院
NA 1,NA,1,Nursing,NURS,Faculty of Medicine,醫學院
YS 1,YS,1,Nursing,NURS,Faculty of Medicine,醫學院
CC 1,CC,1,Nursing,NURS,Faculty of Medicine,醫學院
SC 1,SC,1,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
YS 2,YS,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
WS 3,WS,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 4,SC,4,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
SH 2,SH,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
YS 2,YS,2,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
WS 3,WS,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 2,CC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
CC 4,CC,4,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 2,CC,2,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 4,CC,4,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
SH 2,SH,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 4,SC,4,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
WS 4,WS,4,Nursing,NURS,Faculty of Medicine,醫學院
UC 4,UC,4,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
YS 3,YS,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 3,CC,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 2,SC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
WS 2,WS,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
YS 3,YS,3,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 2,UC,2,Nursing,NURS,Faculty of Medicine,醫學院
CW 2,CW,2,Nursing,NURS,Faculty of Medicine,醫學院
UC 3,UC,3,Nursing,NURS,Faculty of Medicine,醫學院
CC 2,CC,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 2,CC,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 2,NA,2,Nursing,NURS,Faculty of Medicine,醫學院
CC 4,CC,4,Nursing,NURS,Faculty of Medicine,醫學院
CC 2,CC,2,Nursing,NURS,Faculty of Medicine,醫學院
NA 3,NA,3,Nursing,NURS,Faculty of Medicine,醫學院
SC 3,SC,3,Nursing,NURS,Faculty of Medicine,醫學院
